Time/Date,G12000,M12000,G11301,G11300,G11401,G11400,P11400,G10100,G10101,G10102,P10103,P10104,F10100,G11001,T11001,T11002
7/17/2016 20:36,1,60,2,1,0,1,36,0,8.39,0,1832,41,76,11224,139,138
7/17/2016 20:36,1,60,2,1,0,1,38,0,8.39,0,1880,43,77,10559,139,138
7/17/2016 20:36,1,60,2,1,0,1,35,0,8.39,0,1855,41,74,10559,139,139
7/17/2016 20:36,1,60,2,1,0,1,34,0,8.39,0,1898,38,72,5947,139,139
7/17/2016 20:36,1,60,2,1,0,1,33,0,8.39,0,1921,35,71,5947,139,139
7/17/2016 20:36,1,60,2,1,0,1,30,0,8.39,0,1950,32,70,4243,139,139
7/17/2016 20:36,1,60,2,1,0,1,30,0,8.39,0,1898,34,70,3941,139,139
7/17/2016 20:36,1,60,2,1,0,1,30,0,8.39,0,1886,32,69,3941,139,139
7/17/2016 20:36,1,60,2,1,0,1,32,0,8.39,0,1857,37,73,4898,139,139
7/17/2016 20:36,1,60,2,1,0,1,33,0,8.39,0,1852,39,76,4898,139,139
7/17/2016 20:36,1,60,2,1,0,1,32,0,8.39,0,1847,39,74,4502,139,139
7/17/2016 20:36,1,60,2,1,0,1,32,0,8.39,0,1806,42,76,4502,139,139
7/17/2016 20:36,1,60,2,1,0,1,36,0,8.39,0,1856,39,75,6570,139,139
7/17/2016 20:36,1,60,2,1,0,1,31,0,8.39,0,1877,39,72,6570,139,139
7/17/2016 20:36,1,60,2,1,0,1,32,0,8.39,0,1916,36,71,6570,139,139
7/17/2016 20:37,1,60,2,1,0,1,30,0,8.39,0,1893,33,70,5321,139,139
7/17/2016 20:37,1,60,2,1,0,1,30,0,8.39,0,1934,30,69,5321,139,139
7/17/2016 20:37,1,60,2,1,0,1,30,0,8.39,0,1877,33,73,11022,139,139
7/17/2016 20:37,1,60,2,1,0,1,29,0,8.39,0,1877,33,72,11022,139,139
7/17/2016 20:37,1,60,2,1,0,1,31,0,8.39,0,1843,37,75,11522,139,139
7/17/2016 20:37,1,60,2,1,0,1,34,0,8.39,0,1817,41,75,11522,139,139
7/17/2016 20:37,1,60,2,1,0,1,34,0,8.39,0,1803,42,76,11522,139,139
7/17/2016 20:37,1,60,2,1,0,1,36,0,8.39,0,1829,41,76,10708,139,139
7/17/2016 20:37,1,60,2,1,0,1,35,0,8.39,0,1849,38,73,10708,139,139
7/17/2016 20:37,1,60,2,1,0,1,34,0,8.39,0,1888,38,73,5972,139,139
7/17/2016 20:37,1,60,2,1,0,1,33,0,8.39,0,1944,37,70,5972,139,139
7/17/2016 20:37,1,60,2,1,0,1,30,0,8.39,0,1949,31,70,9750,139,139
7/17/2016 20:37,1,60,2,1,0,1,30,0,8.39,0,1915,32,71,9750,139,139
7/17/2016 20:37,1,60,2,1,0,1,30,0,8.39,0,1890,34,71,7941,140,139
7/17/2016 20:37,1,60,2,1,0,1,34,0,8.39,0,1897,39,76,5618,140,139
7/17/2016 20:37,1,60,2,1,0,1,31,0,8.39,0,1857,38,73,5618,140,139
7/17/2016 20:37,1,60,2,1,0,1,33,0,8.39,0,1842,37,76,4215,140,139
7/17/2016 20:37,1,60,2,1,0,1,33,0,8.39,0,1830,40,75,4215,140,139
7/17/2016 20:37,1,60,2,1,0,1,35,0,8.39,0,1848,40,74,4461,140,139
7/17/2016 20:37,1,60,2,1,0,1,35,0,8.39,0,1888,38,74,4461,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1917,32,71,5807,140,139
7/17/2016 20:38,1,60,2,1,0,1,32,0,8.39,0,1949,34,71,10870,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1912,32,70,10870,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1882,33,70,9765,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1864,32,72,9765,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1834,37,73,11147,140,139
7/17/2016 20:38,1,60,2,1,0,1,32,0,8.39,0,1841,39,75,11147,140,139
7/17/2016 20:38,1,60,2,1,0,1,35,0,8.39,0,1812,41,76,11147,140,139
7/17/2016 20:38,1,60,2,1,0,1,37,0,8.39,0,1825,43,75,11958,140,139
7/17/2016 20:38,1,60,2,1,0,1,35,0,8.39,0,1868,42,73,11958,140,139
7/17/2016 20:38,1,60,2,1,0,1,31,0,8.39,0,1870,36,71,12052,140,139
7/17/2016 20:38,1,60,2,1,0,1,31,0,8.39,0,1929,35,69,12052,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1904,33,70,10772,140,139
7/17/2016 20:38,1,60,2,1,0,1,29,0,8.39,0,1898,31,70,10772,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1881,36,72,10772,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1857,38,75,7041,140,139
7/17/2016 20:38,1,60,2,1,0,1,30,0,8.39,0,1869,37,74,7041,140,139
7/17/2016 20:38,1,60,2,1,0,1,34,0,8.39,0,1833,42,76,4739,140,139
7/17/2016 20:38,1,60,2,1,0,1,36,0,8.39,0,1878,42,75,4739,140,139
7/17/2016 20:38,1,60,2,1,0,1,35,0,8.39,0,1887,40,74,5048,140,139
7/17/2016 20:39,1,60,2,1,0,1,33,0,8.39,0,1892,36,73,5048,140,139
